message_id,user_id,conversation_type,group_id,business_id,sender_user_id,created_at,message_text,media_type,media_id,forwarded_count,normalized_text,message_opened,message_replied,reaction_time_minutes,notification_dismissed,muted_after_message,message_reported,weak_action,template,do_not_disturb_window,user_opened_30d,user_replied_30d,user_dismissed_30d,user_reported_30d,group_type,role,joined_at,messages_sent_30d_x,group_messages_read,group_replies_sent,notifications_dismissed_30d,group_muted_by_user,display_name,brand_name,business_category,business_verified,official_domain,domain_used_by_sender,business_account_age_days,messages_sent_30d_y,business_reports_30d,domain_used_by_sender_age_days,why_user_knows_account,last_activity_at,allows_promotions,promotions_opted_out_at,business_activity_count,messages_opened_30d,business_messages_dismissed,messages_replied_30d,last_reply_at,has_business_relationship,load_notifications_sent,load_notifications_dismissed,leakage_group
message_0243,u_002,business,,business_002,,2026-04-18 07:17,"Important Information

Dear Customer,

Your latest account or card payment update is now available.

Please review the details and next steps in your banking app.

Team Banking Services",,,0,"important information dear customer, your latest account or card payment update is now available. please review the details and next steps in your banking app. team banking services",1,1,2,0,0,0,notify,important information dear customer your latest account or card payment update is now available please review the details and next steps in your banking app team banking services,23:00-08:00,52,11,19,4,,,,,,,,,HDFC Bank,HDFC Bank,bank,1,hdfc.bank.in,hdfc.bank.in,974,1286,4,758,active_bank_account,2026-06-14 10:25,0,,3,6,0,2,2026-06-14 10:25,1,7.357142857142857,1.3571428571428572,leak-fccd3254231bef51
message_0043,u_011,group,group_002,,u_043,2026-04-25 12:17,Caption: service notice. OCR: Fire alarm test tomorrow 9 AM-11 AM. Elevators may pause during each floor check.,,,0,caption: service notice. ocr: fire alarm test tomorrow 9 am-11 am. elevators may pause during each floor check.,1,1,2,0,0,0,notify,caption service notice ocr fire alarm test tomorrow <num> am <num> am elevators may pause during each floor check,21:30-06:30,92,28,18,1,society,admin,2023-01-05,15,15,7,2,0,,,,,,,,,,,,,,,,,,,,,8.5,1.2857142857142858,leak-6a9245be8364257b
message_0396,u_021,business,,business_092,,2026-03-13 07:39,"When did a trip last change something about how you see yourself?

Ladakh is built for that. 7 nights, all in, from Rs 17,999 per person.

Tap below to view the itinerary.

Reply STOP to unsubscribe from marketing messages.",image,img_003,0,"when did a trip last change something about how you see yourself? ladakh is built for that. 7 nights, all in, from rs 17,999 per person. tap below to view the itinerary. reply stop to unsubscribe from marketing messages.",1,0,120,0,0,0,digest,when did a trip last change something about how you see yourself ladakh is built for that <num> nights all in from rs <num> per person tap below to view the itinerary reply stop to unsubscribe from marketing messages,22:00-07:00,57,12,10,2,,,,,,,,,Thrillophilia,Thrillophilia,travel,1,thrillophilia.com,link.wame.pro,4304,5156,4,3368,travel_package_interest,2026-07-17 23:55,1,,5,6,1,1,2026-07-17 23:55,1,3.642857142857143,0.7142857142857143,leak-f802c95fca2a8a53
message_0037,u_006,group,group_003,,u_045,2026-07-12 12:46,School notice board updated. Consent list closes 6 PM; missing names won't be added tomorrow.,,,0,school notice board updated. consent list closes 6 pm; missing names won't be added tomorrow.,1,1,2,0,0,0,notify,school notice board updated consent list closes <num> pm missing names won t be added tomorrow,21:00-06:00,80,23,39,2,school_group,admin,2024-06-15,19,30,12,0,0,,,,,,,,,,,,,,,,,,,,,5.857142857142857,2.142857142857143,leak-86e910e7e2be6c0f
message_0306,u_023,business,,business_008,,2026-06-08 07:39,"Hi Customer,

Your food order status has been updated.

The rider may call from a masked number when they reach your location.

Track order in the app.",,,0,"hi customer, your food order status has been updated. the rider may call from a masked number when they reach your location. track order in the app.",1,1,2,0,0,0,notify,hi customer your food order status has been updated the rider may call from a masked number when they reach your location track order in the app,21:30-07:30,74,18,31,1,,,,,,,,,Swiggy,Swiggy,food_delivery,1,swiggy.com,swiggy.com,1196,1544,10,932,frequent_food_orders,2026-04-22 10:05,1,,8,8,0,0,,1,6.0,2.2142857142857144,leak-897485f749c82218
message_0233,u_014,personal,,,u_051,2026-06-28 17:17,Forwarded health tip: avoid all tablets and use this herbal mix instead. Share with elders urgently.,,,12,forwarded health tip: avoid all tablets and use this herbal mix instead. share with elders urgently.,0,0,,1,1,0,mute,forwarded health tip avoid all tablets and use this herbal mix instead share with elders urgently,21:30-06:30,72,19,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.571428571428571,1.9285714285714286,leak-a249b806938ae51a
message_0024,u_005,group,group_005,,u_050,2026-04-06 07:24,Support alert: password verification pending. Confirm password + OTP in 30 mins or account blocks.,,,0,support alert: password verification pending. confirm password + otp in 30 mins or account blocks.,0,0,,1,1,1,mute,support alert password verification pending confirm password otp in <num> mins or account blocks,22:30-07:00,73,20,34,0,marketplace,member,2026-01-05,11,11,3,3,0,,,,,,,,,,,,,,,,,,,,,6.428571428571429,2.4285714285714284,leak-52a691e8fa1f2aca
message_0022,u_012,business,,business_098,,2026-03-17 12:12,"Review in Progress

Dear User,

Your approved application of INR 200000 has moved into the final stage.

Tap below for current status.

Ref ID-532311946

Reply STOP to unsubscribe",,,0,"review in progress dear user, your approved application of inr 200000 has moved into the final stage. tap below for current status. ref id-532311946 reply stop to unsubscribe",0,0,,1,1,0,mute,review in progress dear user your approved application of inr <num> has moved into the final stage tap below for current status ref id <num> reply stop to unsubscribe,23:00-07:00,58,13,17,4,,,,,,,,,Loan Verification Desk,Unknown,finance,0,,vl.gl,35,1756,23,10,,,,,,,,,,,7.5,1.2142857142857142,leak-0723c15fcf19b18b
message_0242,u_002,business,,business_096,,2026-04-08 17:12,"Thank you for choosing PVR Cinemas,

We would love to hear about your experience with us.

Please click the link to give your valuable feedback.",,,0,"thank you for choosing pvr cinemas, we would love to hear about your experience with us. please click the link to give your valuable feedback.",1,0,120,0,0,0,digest,thank you for choosing pvr cinemas we would love to hear about your experience with us please click the link to give your valuable feedback,23:00-08:00,52,11,19,4,,,,,,,,,PVRINOX Cinemas,PVRINOX Cinemas,cinema,1,pvrinox.com,pvrinox.com,4452,5328,8,3484,recent_movie_feedback,2026-03-21 05:30,0,,5,6,0,0,,1,7.357142857142857,1.3571428571428572,leak-b3d0a3f3afba23b1
message_0270,u_011,business,,business_006,,2026-06-23 07:03,"Hello Customer,

This is a routine update regarding your registered utility account.

Please review the bill or outage details in the official app. Kindly ignore this message if you have already completed the action.

Tap below to view details.",,,0,"hello customer, this is a routine update regarding your registered utility account. please review the bill or outage details in the official app. kindly ignore this message if you have already completed the action. tap below to view details.",1,1,2,0,0,0,notify,hello customer this is a routine update regarding your registered utility account please review the bill or outage details in the official app kindly ignore this message if you have already completed the action tap below to view details,21:30-06:30,92,28,18,1,,,,,,,,,Tata Power,Tata Power,utilities,1,tatapower.com,tatapower.com,1122,1458,8,874,monthly_maintenance_payment,2026-07-17 23:55,0,,5,6,0,1,2026-07-17 23:55,1,8.5,1.2857142857142858,leak-d1f4512ac613d5fd
message_0364,u_006,personal,,,u_045,2026-05-07 12:24,Please send the signed consent form today. The bus list closes at 5 PM and I still don't see your child's name.,,,0,please send the signed consent form today. the bus list closes at 5 pm and i still don't see your child's name.,1,1,2,0,0,0,notify,please send the signed consent form today the bus list closes at <num> pm and i still don t see your child s name,21:00-06:00,80,23,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.857142857142857,2.142857142857143,leak-938dc9745d630a59
message_0260,u_008,business,,business_011,,2026-04-17 17:03,"You just dropped something...

A limited shopping benefit is available on items you recently viewed.

Check the details in the app before the offer expires.

Reply STOP to unsubscribe",,,0,you just dropped something... a limited shopping benefit is available on items you recently viewed. check the details in the app before the offer expires. reply stop to unsubscribe,1,0,120,0,0,0,digest,you just dropped something a limited shopping benefit is available on items you recently viewed check the details in the app before the offer expires reply stop to unsubscribe,23:30-07:30,94,29,49,1,,,,,,,,,Myntra,Myntra,fashion,1,myntra.com,myntra.com,1307,1673,4,1019,fashion_sale_subscription,2026-03-25 10:45,1,,4,2,2,0,,1,6.571428571428571,2.857142857142857,leak-84246e6ad27a59fa
message_0035,u_028,group,group_008,,u_041,2026-06-22 17:31,"Uploading festival pics here. Download your family ones when free, I may delete album Sunday.",,,0,"uploading festival pics here. download your family ones when free, i may delete album sunday.",1,0,120,0,0,0,digest,uploading festival pics here download your family ones when free i may delete album sunday,23:30-07:30,42,5,45,1,extended_family,member,2023-08-20,7,7,1,4,0,,,,,,,,,,,,,,,,,,,,,9.0,2.5,leak-d912c58364949bd6
message_0229,u_010,personal,,,u_054,2026-06-21 12:57,Did you eat dinner? No need to reply if you are still in meetings.,,,0,did you eat dinner? no need to reply if you are still in meetings.,1,0,120,0,0,0,digest,did you eat dinner no need to reply if you are still in meetings,22:30-07:30,44,7,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.785714285714286,2.7857142857142856,leak-f23989ffa0de4291
message_0190,u_011,group,group_002,,u_043,2026-06-06 12:03,Security notice: main gate will be blocked for repair work. Cars near the ramp need to move before 6:30.,,,0,security notice: main gate will be blocked for repair work. cars near the ramp need to move before 6:30.,1,1,2,0,0,0,notify,security notice main gate will be blocked for repair work cars near the ramp need to move before <num>,21:30-06:30,92,28,18,1,society,admin,2023-01-05,15,15,7,2,0,,,,,,,,,,,,,,,,,,,,,8.5,1.2857142857142858,leak-c824abfd06350b30
message_0203,u_040,group,group_022,,u_052,2026-04-26 17:17,Airport-road pre-launch plot offer. Ownership papers will be shared only after token confirmation.,,,0,airport-road pre-launch plot offer. ownership papers will be shared only after token confirmation.,0,0,,1,1,1,mute,airport road pre launch plot offer ownership papers will be shared only after token confirmation,00:00-07:00,17,2,81,4,real_estate,member,2025-03-20,0,0,0,9,1,,,,,,,,,,,,,,,,,,,,,10.928571428571429,5.357142857142857,leak-d451a8bb88572c8c
message_0323,u_029,business,,business_015,,2026-05-05 17:17,"Dear Customer,

Finance desk: vendor invoice INV-2901 is approved. Payment will be released in Friday batch.

Tap below to view details.",,,0,"dear customer, finance desk: vendor invoice inv-2901 is approved. payment will be released in friday batch. tap below to view details.",1,1,2,0,0,0,notify,dear customer finance desk vendor invoice inv <num> is approved payment will be released in friday batch tap below to view details,22:00-08:30,83,22,59,1,,,,,,,,,Razorpay,Razorpay,payments,1,razorpay.com,razorpay.com,1455,1845,8,1135,work_vendor_payment,2026-06-10 13:55,0,,3,4,1,1,2026-06-10 13:55,1,11.0,4.214285714285714,leak-da41891ea21a019b
message_0185,u_008,business,,business_067,,2026-05-20 17:31,Saved household items are on sale this weekend. Offer is available through Sunday. This update is from Target Circle.,,,0,saved household items are on sale this weekend. offer is available through sunday. this update is from target circle.,1,0,120,0,0,0,digest,saved household items are on sale this weekend offer is available through sunday this update is from target circle,23:30-07:30,94,29,49,1,,,,,,,,,Target,Target,retail,1,target.com,target.com,3379,4081,6,2643,active_retail_membership,2026-07-17 23:55,1,,7,8,0,1,2026-07-17 23:55,1,6.571428571428571,2.857142857142857,leak-f04e934a20a74baa
message_0071,u_020,business,,business_091,,2026-06-07 17:08,"Now that you have Hoop products in your hands, we'd love quick feedback on the Pain Relief Roll On.",,,0,"now that you have hoop products in your hands, we'd love quick feedback on the pain relief roll on.",1,0,120,0,0,0,digest,now that you have hoop products in your hands we d love quick feedback on the pain relief roll on,00:00-07:00,50,9,57,0,,,,,,,,,Hoop,Hoop,healthcare_product,1,hoophello.com,hoophello.com,4267,5113,3,3339,recent_product_purchase,2026-07-17 23:55,1,,3,4,0,1,2026-07-17 23:55,1,7.357142857142857,2.642857142857143,leak-306bc6ad86233d43
message_0326,u_030,business,,business_008,,2026-06-04 17:39,"New here? 50% Off Won't Wait!

Welcome! Get 50% off with TRY50.

But hurry, it might expire soon.

Ready to place your first order? Use it now!

T&C apply. Reply STOP to unsubscribe",,,0,"new here? 50% off won't wait! welcome! get 50% off with try50. but hurry, it might expire soon. ready to place your first order? use it now! t&c apply. reply stop to unsubscribe",1,0,120,0,0,0,digest,new here <num> off won t wait welcome get <num> off with try50 but hurry it might expire soon ready to place your first order use it now t c apply reply stop to unsubscribe,22:30-07:30,56,11,55,0,,,,,,,,,Swiggy,Swiggy,food_delivery,1,swiggy.com,swiggy.com,1196,1544,10,932,daytime_food_order,2026-06-23 14:05,0,,4,6,2,2,2026-06-23 14:05,1,6.642857142857143,1.9285714285714286,leak-ccff37edc0239422
message_0093,u_013,business,,business_062,,2026-06-23 07:17,Chase Security Center: failed login found. Confirm card PIN at chase-secure-alert.com before 6 PM.,,,0,chase security center: failed login found. confirm card pin at chase-secure-alert.com before 6 pm.,0,0,,1,1,1,mute,chase security center failed login found confirm card pin at chase secure alert com before <num> pm,22:00-08:00,65,16,22,1,,,,,,,,,Chase Security Center,Chase,bank,0,chase.com,chase-secure-alert.com,24,1144,55,10,,,,,,,,,,,6.357142857142857,1.5714285714285714,leak-1cedf6c709137b96
message_0108,u_008,business,,business_036,,2026-06-02 07:52,Amazon Support: address check failed. Confirm OTP on the link to avoid return-to-sender.,,,0,amazon support: address check failed. confirm otp on the link to avoid return-to-sender.,0,0,,1,1,1,mute,amazon support address check failed confirm otp on the link to avoid return to sender,23:30-07:30,94,29,49,1,,,,,,,,,Amazon Delivery Support,Amazon India,ecommerce_delivery,0,amazon.in,amazonpay-delivery.in,23,702,47,2,,,,,,,,,,,6.571428571428571,2.857142857142857,leak-a55470b522604cde
message_0072,u_020,business,,business_091,,2026-06-17 07:12,"Hoop review reminder: tell us how the Pain Relief Roll On worked for you. Reply Good, Okayish or Bad.",,,0,"hoop review reminder: tell us how the pain relief roll on worked for you. reply good, okayish or bad.",1,0,120,0,0,0,digest,hoop review reminder tell us how the pain relief roll on worked for you reply good okayish or bad,00:00-07:00,50,9,57,0,,,,,,,,,Hoop,Hoop,healthcare_product,1,hoophello.com,hoophello.com,4267,5113,3,3339,recent_product_purchase,2026-07-17 23:55,1,,3,4,0,1,2026-07-17 23:55,1,7.357142857142857,2.642857142857143,leak-9a6022fa240ca4e1
